,org,dest,valor_norm,day
40110,Switzerland,Qatar,3.0,19
40199,Switzerland,Russia,10.0,19
40244,Switzerland,Saudi Arabia,4.0,19
40289,Switzerland,Singapore,2.0,19
40335,Switzerland,South Africa,1.0,19
40380,Switzerland,Spain,38.0,19
40425,Switzerland,Sri Lanka,1.0,19
40470,Switzerland,Sweden,6.5,19
40515,Switzerland,Thailand,2.0,19
40560,Switzerland,Turkey,4.5,19
40605,Switzerland,Ukraine,2.0,19
40650,Switzerland,United Arab Emirates,7.0,19
40695,Switzerland,United Kingdom,121.0,19
40740,Switzerland,United States,21.0,19
40741,Taiwan,Australia,5.5,19
40763,Taiwan,Austria,1.0,19
40785,Taiwan,Canada,4.5,19
40807,Taiwan,China,8.0,19
40829,Taiwan,France,1.5,19
40851,Taiwan,Germany,1.0,19
40873,Taiwan,Hong Kong,54.0,19
40895,Taiwan,India,3.0,19
40917,Taiwan,Japan,23.0,19
40940,Taiwan,Macau,16.0,19
40962,Taiwan,Malaysia,11.0,19
40984,Taiwan,Netherlands,1.0,19
41006,Taiwan,New Zealand,1.0,19
41028,Taiwan,Philippines,15.5,19
41071,Taiwan,Singapore,13.5,19
41093,Taiwan,South Korea,31.0,19
41115,Taiwan,Thailand,18.0,19
41137,Taiwan,United Arab Emirates,2.0,19
41160,Taiwan,United States,21.5,19
41161,Thailand,Australia,7.0,19
41196,Thailand,Austria,2.5,19
41231,Thailand,Bahrain,2.0,19
41266,Thailand,Bangladesh,1.5,19
41301,Thailand,Belgium,1.0,19
41336,Thailand,China,10.0,19
41371,Thailand,Denmark,1.5,19
41406,Thailand,Finland,2.0,19
41441,Thailand,France,2.0,19
41476,Thailand,Germany,5.0,19
41511,Thailand,Hong Kong,25.0,19
41546,Thailand,India,31.5,19
41581,Thailand,Israel,2.0,19
41616,Thailand,Italy,1.0,19
41651,Thailand,Japan,10.5,19
41686,Thailand,Kazakhstan,1.0,19
41721,Thailand,Luxembourg,1.0,19
41756,Thailand,Macau,5.5,19
41791,Thailand,Malaysia,23.0,19
41826,Thailand,Netherlands,2.5,19
41861,Thailand,New Zealand,1.0,19
41896,Thailand,Norway,2.0,19
41931,Thailand,Philippines,7.0,19
41966,Thailand,Poland,1.0,19
42001,Thailand,Qatar,7.0,19
42036,Thailand,Russia,3.5,19
42071,Thailand,Singapore,36.0,19
42106,Thailand,South Korea,26.0,19
42175,Thailand,Sri Lanka,4.0,19
42210,Thailand,Sweden,1.5,19
42245,Thailand,Switzerland,2.0,19
42280,Thailand,Taiwan,18.0,19
42315,Thailand,United Arab Emirates,6.0,19
42350,Thailand,United Kingdom,4.5,19
42377,Turkey,Austria,5.0,19
42404,Turkey,Bahrain,4.0,19
42457,Turkey,Belgium,4.0,19
42484,Turkey,Czech Republic,1.0,19
42511,Turkey,Denmark,1.5,19
42538,Turkey,France,5.5,19
42565,Turkey,Germany,24.0,19
42644,Turkey,Hungary,1.0,19
42723,Turkey,Israel,3.5,19
42750,Turkey,Italy,7.0,19
42777,Turkey,Kazakhstan,2.5,19
42806,Turkey,Netherlands,4.5,19
42833,Turkey,Norway,1.0,19
42860,Turkey,Qatar,7.0,19
42913,Turkey,Russia,3.0,19
42940,Turkey,Saudi Arabia,2.5,19
42994,Turkey,Spain,4.0,19
43021,Turkey,Sweden,2.5,19
43048,Turkey,Switzerland,4.5,19
43075,Turkey,Ukraine,2.0,19
43102,Turkey,United Arab Emirates,10.0,19
43129,Turkey,United Kingdom,6.0,19
43131,Ukraine,Armenia,1.0,19
43160,Ukraine,Austria,3.5,19
43190,Ukraine,Belarus,4.0,19
43219,Ukraine,Czech Republic,2.0,19
43248,Ukraine,Denmark,1.5,19
43278,Ukraine,France,2.5,19
43307,Ukraine,Germany,14.5,19
43364,Ukraine,Hungary,1.5,19
43394,Ukraine,Ireland,1.0,19
43423,Ukraine,Israel,2.5,19
43452,Ukraine,Italy,3.0,19
43481,Ukraine,Kazakhstan,1.5,19
43510,Ukraine,Latvia,2.0,19
43539,Ukraine,Netherlands,1.0,19
43568,Ukraine,Poland,11.5,19
43598,Ukraine,Qatar,2.0,19
43627,Ukraine,Slovakia,2.0,19
43656,Ukraine,Spain,3.5,19
43686,Ukraine,Switzerland,2.0,19
43715,Ukraine,Turkey,2.0,19
43744,Ukraine,United Arab Emirates,4.5,19
43773,Ukraine,United Kingdom,3.0,19
43775,United Arab Emirates,Algeria,1.0,19
43825,United Arab Emirates,Armenia,1.0,19
43875,United Arab Emirates,Australia,11.0,19
43925,United Arab Emirates,Austria,4.0,19
43975,United Arab Emirates,Bahrain,25.0,19
44025,United Arab Emirates,Bangladesh,6.0,19
44075,United Arab Emirates,Belgium,3.0,19
44125,United Arab Emirates,Brazil,1.0,19
44175,United Arab Emirates,Canada,2.0,19
44225,United Arab Emirates,China,2.0,19
44275,United Arab Emirates,Croatia,1.0,19
44325,United Arab Emirates,Czech Republic,3.5,19
44375,United Arab Emirates,Denmark,1.5,19
44425,United Arab Emirates,Finland,2.5,19
44475,United Arab Emirates,France,8.0,19
44525,United Arab Emirates,Germany,23.0,19
44575,United Arab Emirates,Greece,2.0,19
44625,United Arab Emirates,Hong Kong,11.5,19
44675,United Arab Emirates,Hungary,1.5,19
44725,United Arab Emirates,India,71.0,19
44775,United Arab Emirates,Ireland,3.0,19
44874,United Arab Emirates,Italy,12.0,19
44973,United Arab Emirates,Kazakhstan,4.0,19
45023,United Arab Emirates,Luxembourg,1.0,19
45073,United Arab Emirates,Malaysia,4.5,19
45125,United Arab Emirates,Netherlands,6.0,19
45175,United Arab Emirates,New Zealand,2.0,19
45226,United Arab Emirates,Philippines,6.5,19
45276,United Arab Emirates,Poland,2.0,19
45326,United Arab Emirates,Portugal,2.5,19
45425,United Arab Emirates,Russia,21.0,19
45475,United Arab Emirates,Saudi Arabia,35.5,19
45525,United Arab Emirates,Senegal,1.0,19
45575,United Arab Emirates,Singapore,8.5,19
45625,United Arab Emirates,South Africa,4.0,19
45675,United Arab Emirates,South Korea,2.0,19
45725,United Arab Emirates,Spain,6.5,19
45775,United Arab Emirates,Sri Lanka,11.5,19
45825,United Arab Emirates,Sweden,3.5,19
45875,United Arab Emirates,Switzerland,7.0,19
45925,United Arab Emirates,Taiwan,2.0,19
45975,United Arab Emirates,Thailand,6.0,19
46025,United Arab Emirates,Turkey,10.0,19
46075,United Arab Emirates,Ukraine,4.5,19
46125,United Arab Emirates,United Kingdom,29.0,19
46175,United Arab Emirates,United States,15.0,19
46176,United Kingdom,Algeria,2.0,19
46234,United Kingdom,Argentina,2.0,19
46292,United Kingdom,Australia,1.0,19
46350,United Kingdom,Austria,27.5,19
46408,United Kingdom,Bahrain,3.5,19
46524,United Kingdom,Belarus,1.0,19
46582,United Kingdom,Belgium,18.0,19
46640,United Kingdom,Brazil,2.0,19
46698,United Kingdom,Canada,13.5,19
46756,United Kingdom,China,1.0,19
46814,United Kingdom,Colombia,1.0,19
46873,United Kingdom,Croatia,2.0,19
46931,United Kingdom,Czech Republic,23.0,19
46989,United Kingdom,Denmark,28.0,19
47048,United Kingdom,Estonia,2.0,19
47106,United Kingdom,Finland,12.5,19
47164,United Kingdom,France,132.0,19
47222,United Kingdom,Germany,144.5,19
47280,United Kingdom,Greece,6.5,19
47338,United Kingdom,Hong Kong,9.5,19
47396,United Kingdom,Hungary,21.0,19
47454,United Kingdom,Iceland,12.5,19
47512,United Kingdom,India,15.0,19
47570,United Kingdom,Ireland,135.0,19
47628,United Kingdom,Israel,7.5,19
47686,United Kingdom,Italy,113.5,19
47802,United Kingdom,Latvia,7.5,19
47860,United Kingdom,Luxembourg,7.0,19
47918,United Kingdom,Malaysia,3.0,19
47976,United Kingdom,Malta,13.5,19
48034,United Kingdom,Morocco,3.5,19
48092,United Kingdom,Netherlands,99.0,19
48150,United Kingdom,Norway,26.0,19
48208,United Kingdom,Philippines,1.0,19
48266,United Kingdom,Poland,64.5,19
48324,United Kingdom,Portugal,45.0,19
48382,United Kingdom,Qatar,15.0,19
48440,United Kingdom,Romania,4.0,19
48498,United Kingdom,Russia,12.0,19
48556,United Kingdom,Saudi Arabia,1.5,19
48614,United Kingdom,Singapore,7.0,19
48672,United Kingdom,Slovakia,7.0,19
48730,United Kingdom,South Africa,5.5,19
48788,United Kingdom,South Korea,3.0,19
48846,United Kingdom,Spain,143.5,19
48904,United Kingdom,Sri Lanka,1.5,19
48962,United Kingdom,Sweden,25.5,19
49020,United Kingdom,Switzerland,121.0,19
49135,United Kingdom,Thailand,4.5,19
49193,United Kingdom,Turkey,6.0,19
49251,United Kingdom,Ukraine,3.0,19
49309,United Kingdom,United Arab Emirates,29.0,19
49367,United Kingdom,United States,113.0,19
49368,United States,Argentina,12.0,19
49415,United States,Australia,30.0,19
49462,United States,Austria,3.0,19
49510,United States,Belgium,10.0,19
49557,United States,Bolivia,1.5,19
49604,United States,Brazil,28.5,19
49651,United States,Canada,366.0,19
49698,United States,China,5.5,19
49745,United States,Colombia,27.0,19
49792,United States,Costa Rica,36.0,19
49885,United States,Denmark,6.5,19
49933,United States,Finland,2.0,19
49980,United States,France,44.0,19
50027,United States,French Polynesia,4.5,19
50074,United States,Germany,68.5,19
50121,United States,Greece,1.0,19
50168,United States,Hong Kong,32.5,19
50216,United States,Iceland,3.5,19
50263,United States,India,9.5,19
50310,United States,Ireland,20.0,19
50357,United States,Israel,7.5,19
50404,United States,Italy,15.5,19
50451,United States,Japan,8.5,19
50498,United States,Luxembourg,9.0,19
50545,United States,Mexico,14.0,19
50592,United States,Netherlands,29.0,19
50639,United States,New Zealand,8.5,19
50732,United States,Philippines,5.0,19
50779,United States,Poland,3.5,19
50826,United States,Portugal,8.5,19
50873,United States,Puerto Rico,42.0,19
50920,United States,Qatar,11.5,19
50967,United States,Russia,4.5,19
51014,United States,Saudi Arabia,1.5,19
51107,United States,Singapore,6.0,19
51155,United States,South Korea,32.0,19
51202,United States,Spain,23.0,19
51249,United States,Sweden,3.0,19
51296,United States,Switzerland,21.0,19
51343,United States,Taiwan,21.5,19
51482,United States,United Arab Emirates,15.0,19
51529,United States,United Kingdom,113.0,19
12,Belgium,Algeria,2.0,19
26,France,Algeria,18.5,19
39,Germany,Algeria,2.0,19
52,Italy,Algeria,2.0,19
66,Qatar,Algeria,1.0,19
79,Senegal,Algeria,1.0,19
92,Spain,Algeria,6.5,19
106,United Arab Emirates,Algeria,1.0,19
119,United Kingdom,Algeria,2.0,19
120,Bolivia,Argentina,2.5,19
135,Brazil,Argentina,21.0,19
150,Canada,Argentina,1.0,19
165,Colombia,Argentina,2.5,19
181,France,Argentina,1.0,19
196,Germany,Argentina,1.0,19
211,Italy,Argentina,1.5,19
240,Netherlands,Argentina,1.5,19
255,New Zealand,Argentina,1.0,19
270,Spain,Argentina,5.5,19
286,United Kingdom,Argentina,2.0,19
301,United States,Argentina,12.0,19
311,Poland,Armenia,1.0,19
320,Russia,Armenia,16.5,19
328,Ukraine,Armenia,1.0,19
336,United Arab Emirates,Armenia,1.0,19
337,Canada,Australia,2.5,19
356,China,Australia,3.0,19
376,Hong Kong,Australia,20.0,19
395,India,Australia,1.0,19
414,Japan,Australia,3.0,19
433,Malaysia,Australia,21.0,19
452,New Zealand,Australia,55.0,19
471,Philippines,Australia,5.0,19
490,Qatar,Australia,5.0,19
527,Singapore,Australia,41.0,19
546,South Korea,Australia,4.5,19
565,Sri Lanka,Australia,1.0,19
584,Taiwan,Australia,5.5,19
603,Thailand,Australia,7.0,19
622,United Arab Emirates,Australia,11.0,19
641,United Kingdom,Australia,1.0,19
660,United States,Australia,30.0,19
662,Belarus,Austria,1.0,19
703,Belgium,Austria,5.0,19
744,Canada,Austria,1.5,19
785,Croatia,Austria,1.0,19
826,Czech Republic,Austria,2.0,19
867,Denmark,Austria,4.0,19
908,Estonia,Austria,1.0,19
949,Finland,Austria,1.0,19
990,France,Austria,11.0,19
1031,Germany,Austria,80.0,19
1072,Greece,Austria,2.5,19
1113,Hungary,Austria,1.5,19
1156,Ireland,Austria,1.0,19
1197,Israel,Austria,6.0,19
1238,Italy,Austria,14.0,19
1279,Japan,Austria,1.0,19
1320,Latvia,Austria,2.0,19
1361,Luxembourg,Austria,3.5,19
1402,Malta,Austria,1.0,19
1443,Netherlands,Austria,18.0,19
1484,Norway,Austria,3.0,19
1525,Poland,Austria,6.0,19
1566,Portugal,Austria,5.0,19
1607,Qatar,Austria,3.5,19
1688,Russia,Austria,9.0,19
1809,South Africa,Austria,1.0,19
1850,South Korea,Austria,1.5,19
1891,Spain,Austria,12.0,19
1932,Sweden,Austria,4.5,19
1973,Switzerland,Austria,16.5,19
2014,Taiwan,Austria,1.0,19
2055,Thailand,Austria,2.5,19
2096,Turkey,Austria,5.0,19
2137,Ukraine,Austria,3.5,19
2178,United Arab Emirates,Austria,4.0,19
2219,United Kingdom,Austria,27.5,19
2260,United States,Austria,3.0,19
2261,Bangladesh,Bahrain,1.0,19
2290,France,Bahrain,1.0,19
2305,Germany,Bahrain,2.0,19
2320,Hong Kong,Bahrain,1.5,19
2335,India,Bahrain,8.0,19
2366,Russia,Bahrain,1.0,19
2381,Saudi Arabia,Bahrain,9.5,19
2396,Sri Lanka,Bahrain,2.0,19
2411,Thailand,Bahrain,2.0,19
2426,Turkey,Bahrain,4.0,19
2441,United Arab Emirates,Bahrain,25.0,19
2456,United Kingdom,Bahrain,3.5,19
2457,Bahrain,Bangladesh,1.0,19
2465,India,Bangladesh,6.0,19
2473,Malaysia,Bangladesh,1.0,19
2488,Saudi Arabia,Bangladesh,1.0,19
2496,Singapore,Bangladesh,1.5,19
2511,Thailand,Bangladesh,1.5,19
2526,United Arab Emirates,Bangladesh,6.0,19
2552,Austria,Belarus,1.0,19
2568,Czech Republic,Belarus,1.0,19
2599,France,Belarus,1.0,19
2615,Germany,Belarus,5.5,19
2632,Italy,Belarus,1.0,19
2649,Latvia,Belarus,2.0,19
2665,Netherlands,Belarus,1.0,19
2681,Poland,Belarus,2.0,19
2697,Russia,Belarus,22.5,19
2715,Ukraine,Belarus,4.0,19
2731,United Kingdom,Belarus,1.0,19
2732,Algeria,Belgium,2.0,19
2768,Austria,Belgium,5.0,19
2805,Canada,Belgium,1.0,19
2841,Croatia,Belgium,2.0,19
2877,Czech Republic,Belgium,4.5,19
2913,Denmark,Belgium,4.0,19
2985,France,Belgium,13.0,19
3021,Germany,Belgium,16.0,19
3057,Greece,Belgium,2.0,19
3093,Hong Kong,Belgium,2.0,19
3129,Hungary,Belgium,2.5,19
3165,Iceland,Belgium,1.0,19
3201,India,Belgium,1.5,19
3237,Ireland,Belgium,5.5,19
3273,Israel,Belgium,3.0,19
3309,Italy,Belgium,18.0,19
3345,Latvia,Belgium,2.0,19
3381,Malta,Belgium,2.0,19
3417,Morocco,Belgium,5.5,19
3453,Netherlands,Belgium,5.5,19
3489,Norway,Belgium,2.0,19
3525,Poland,Belgium,8.0,19
3561,Portugal,Belgium,8.0,19
3597,Qatar,Belgium,2.5,19
3668,Russia,Belgium,5.0,19
3774,Spain,Belgium,27.0,19
3810,Sweden,Belgium,6.5,19
3846,Switzerland,Belgium,11.0,19
3882,Thailand,Belgium,1.0,19
3918,Turkey,Belgium,4.0,19
3954,United Arab Emirates,Belgium,3.0,19
3990,United Kingdom,Belgium,18.0,19
4026,United States,Belgium,10.0,19
4027,Argentina,Bolivia,2.5,19
4033,Brazil,Bolivia,1.5,19
4045,Spain,Bolivia,1.0,19
4051,United States,Bolivia,1.5,19
4052,Argentina,Brazil,21.0,19
4071,Bolivia,Brazil,1.5,19
4090,Canada,Brazil,1.0,19
4109,Colombia,Brazil,2.0,19
4128,Dominican Republic,Brazil,3.5,19
4147,France,Brazil,3.0,19
4166,Germany,Brazil,2.0,19
4221,Italy,Brazil,3.5,19
4241,Netherlands,Brazil,1.5,19
4260,Portugal,Brazil,6.5,19
4279,Qatar,Brazil,1.0,19
4316,South Africa,Brazil,2.5,19
4335,Spain,Brazil,5.0,19
4354,Switzerland,Brazil,1.0,19
4373,United Arab Emirates,Brazil,1.0,19
4392,United Kingdom,Brazil,2.0,19
4411,United States,Brazil,28.5,19
4444,Argentina,Canada,1.0,19
4477,Australia,Canada,2.5,19
4510,Austria,Canada,1.5,19
4544,Belgium,Canada,1.0,19
4577,Brazil,Canada,1.0,19
4611,Colombia,Canada,1.5,19
4644,Costa Rica,Canada,3.0,19
4677,Denmark,Canada,1.0,19
4711,France,Canada,5.5,19
4744,Germany,Canada,8.5,19
4777,Hong Kong,Canada,6.0,19
4810,India,Canada,2.5,19
4843,Ireland,Canada,1.5,19
4876,Israel,Canada,1.5,19
4909,Japan,Canada,2.0,19
4942,Mexico,Canada,2.0,19
5007,Netherlands,Canada,4.5,19
5040,New Zealand,Canada,1.5,19
5105,Poland,Canada,1.0,19
5138,Portugal,Canada,2.0,19
5171,Puerto Rico,Canada,3.5,19
5237,South Korea,Canada,4.0,19
5271,Switzerland,Canada,2.5,19
5304,Taiwan,Canada,4.5,19
5337,United Arab Emirates,Canada,2.0,19
5370,United Kingdom,Canada,13.5,19
5403,United States,Canada,366.0,19
5404,Australia,China,3.0,19
5445,Germany,China,1.5,19
5468,India,China,1.0,19
5489,Italy,China,1.0,19
5531,Malaysia,China,6.5,19
5553,Philippines,China,1.0,19
5575,Singapore,China,5.0,19
5596,South Korea,China,9.5,19
5638,Switzerland,China,1.0,19
5659,Taiwan,China,8.0,19
5680,Thailand,China,10.0,19
5701,United Arab Emirates,China,2.0,19
5722,United Kingdom,China,1.0,19
5743,United States,China,5.5,19
5744,Argentina,Colombia,2.5,19
5767,Brazil,Colombia,2.0,19
5779,Canada,Colombia,1.5,19
5791,Costa Rica,Colombia,3.5,19
5804,France,Colombia,1.0,19
5816,Germany,Colombia,1.5,19
5839,Netherlands,Colombia,1.0,19
5862,Spain,Colombia,4.5,19
5874,United Kingdom,Colombia,1.0,19
5886,United States,Colombia,27.0,19
5888,Canada,Costa Rica,3.0,19
5897,Colombia,Costa Rica,3.5,19
5906,France,Costa Rica,1.0,19
5915,Germany,Costa Rica,1.0,19
5932,Netherlands,Costa Rica,1.0,19
5941,Spain,Costa Rica,1.0,19
5958,United States,Costa Rica,36.0,19
5959,Austria,Croatia,1.0,19
5974,Belgium,Croatia,2.0,19
5989,Denmark,Croatia,1.0,19
6004,France,Croatia,2.0,19
6019,Germany,Croatia,12.0,19
6034,Ireland,Croatia,1.0,19
6063,Netherlands,Croatia,1.0,19
6078,Poland,Croatia,1.0,19
6093,Qatar,Croatia,2.0,19
6108,Russia,Croatia,1.0,19
6123,Spain,Croatia,1.0,19
6138,Switzerland,Croatia,1.0,19
6153,United Arab Emirates,Croatia,1.0,19
6168,United Kingdom,Croatia,2.0,19
6169,Austria,Czech Republic,2.0,19
6200,Belarus,Czech Republic,1.0,19
6231,Belgium,Czech Republic,4.5,19
6262,Denmark,Czech Republic,2.0,19
6293,Finland,Czech Republic,2.5,19
6324,France,Czech Republic,10.5,19
6355,Germany,Czech Republic,11.0,19
6416,Hungary,Czech Republic,2.5,19
6447,Ireland,Czech Republic,2.0,19
6478,Israel,Czech Republic,3.0,19
6509,Italy,Czech Republic,12.0,19
6542,Netherlands,Czech Republic,7.0,19
6573,Norway,Czech Republic,1.5,19
6604,Poland,Czech Republic,3.0,19
6635,Portugal,Czech Republic,1.5,19
6666,Qatar,Czech Republic,2.5,19
6698,Russia,Czech Republic,12.5,19
6729,Slovakia,Czech Republic,3.0,19
6760,South Korea,Czech Republic,2.0,19
6791,Spain,Czech Republic,8.0,19
6822,Sweden,Czech Republic,2.0,19
6853,Switzerland,Czech Republic,3.5,19
6884,Turkey,Czech Republic,1.0,19
6915,Ukraine,Czech Republic,2.0,19
6946,United Arab Emirates,Czech Republic,3.5,19
6977,United Kingdom,Czech Republic,23.0,19
6979,Austria,Denmark,4.0,19
7015,Belgium,Denmark,4.0,19
7051,Canada,Denmark,1.0,19
7087,Croatia,Denmark,1.0,19
7123,Czech Republic,Denmark,2.0,19
7159,Estonia,Denmark,2.5,19
7195,Finland,Denmark,7.0,19
7231,France,Denmark,8.5,19
7267,Germany,Denmark,37.0,19
7303,Greece,Denmark,1.5,19
7339,Hong Kong,Denmark,1.0,19
7375,Hungary,Denmark,1.0,19
7411,Iceland,Denmark,3.5,19
7482,Ireland,Denmark,2.0,19
7518,Israel,Denmark,1.0,19
7554,Italy,Denmark,8.0,19
7590,Latvia,Denmark,5.0,19
7626,Luxembourg,Denmark,2.0,19
7662,Morocco,Denmark,1.0,19
7698,Netherlands,Denmark,18.0,19
7734,Norway,Denmark,24.0,19
7770,Poland,Denmark,8.5,19
7806,Portugal,Denmark,2.0,19
7842,Qatar,Denmark,2.0,19
7878,Russia,Denmark,2.0,19
7914,Singapore,Denmark,1.0,19
7950,Spain,Denmark,10.5,19
7986,Sweden,Denmark,21.5,19
8022,Switzerland,Denmark,8.0,19
8058,Thailand,Denmark,1.5,19
8094,Turkey,Denmark,1.5,19
8130,Ukraine,Denmark,1.5,19
8166,United Arab Emirates,Denmark,1.5,19
8202,United Kingdom,Denmark,28.0,19
8238,United States,Denmark,6.5,19
8243,Brazil,Dominican Republic,3.5,19
8252,Germany,Dominican Republic,1.0,19
8267,Austria,Estonia,1.0,19
8279,Denmark,Estonia,2.5,19
8291,Finland,Estonia,4.5,19
8303,France,Estonia,1.0,19
8315,Germany,Estonia,3.0,19
8327,Latvia,Estonia,2.5,19
8339,Netherlands,Estonia,1.0,19
8351,Norway,Estonia,2.5,19
8363,Russia,Estonia,2.5,19
8375,Sweden,Estonia,2.5,19
8398,United Kingdom,Estonia,2.0,19
8399,Austria,Finland,1.0,19
8432,Czech Republic,Finland,2.5,19
8463,Denmark,Finland,7.0,19
8494,Estonia,Finland,4.5,19
8525,France,Finland,5.5,19
8556,Germany,Finland,18.5,19
8587,Hong Kong,Finland,2.0,19
8618,Hungary,Finland,3.0,19
8649,Iceland,Finland,2.0,19
8680,India,Finland,1.0,19
8711,Ireland,Finland,1.5,19
8742,Italy,Finland,3.5,19
8773,Latvia,Finland,6.5,19
8804,Netherlands,Finland,5.5,19
8835,Norway,Finland,5.5,19
8866,Poland,Finland,6.5,19
8897,Portugal,Finland,1.0,19
8928,Qatar,Finland,2.0,19
8959,Russia,Finland,10.5,19
8990,Singapore,Finland,1.0,19
9021,South Korea,Finland,1.0,19
9052,Spain,Finland,5.0,19
9083,Sweden,Finland,24.0,19
9114,Switzerland,Finland,3.5,19
9145,Thailand,Finland,2.0,19
9176,United Arab Emirates,Finland,2.5,19
9207,United Kingdom,Finland,12.5,19
9238,United States,Finland,2.0,19
9239,Algeria,France,18.5,19
9294,Argentina,France,1.0,19
9350,Austria,France,11.0,19
9405,Bahrain,France,1.0,19
9460,Belarus,France,1.0,19
9515,Belgium,France,13.0,19
9570,Brazil,France,3.0,19
9625,Canada,France,5.5,19
9680,Colombia,France,1.0,19
9735,Costa Rica,France,1.0,19
9790,Croatia,France,2.0,19
9845,Czech Republic,France,10.5,19
9900,Denmark,France,8.5,19
9956,Estonia,France,1.0,19
10011,Finland,France,5.5,19
10066,Germany,France,72.5,19
10121,Greece,France,4.5,19
10176,Hong Kong,France,2.5,19
10231,Hungary,France,6.5,19
10286,Iceland,France,1.0,19
10341,India,France,5.5,19
10396,Ireland,France,20.5,19
10451,Israel,France,13.5,19
10506,Italy,France,77.0,19
10561,Japan,France,4.0,19
10617,Latvia,France,1.5,19
10672,Luxembourg,France,6.5,19
10727,Malta,France,3.0,19
10782,Morocco,France,16.5,19
10837,Netherlands,France,23.5,19
10892,Norway,France,6.0,19
10947,Poland,France,14.0,19
11002,Portugal,France,40.5,19
11057,Qatar,France,5.5,19
11166,Russia,France,18.0,19
11221,Saudi Arabia,France,1.5,19
11276,Senegal,France,2.0,19
11331,Singapore,France,2.5,19
11386,Slovakia,France,1.5,19
11441,South Africa,France,2.0,19
11496,South Korea,France,3.5,19
11551,Spain,France,79.0,19
11606,Sweden,France,7.5,19
11661,Switzerland,France,39.5,19
11716,Taiwan,France,1.5,19
11771,Thailand,France,2.0,19
11826,Turkey,France,5.5,19
11881,Ukraine,France,2.5,19
11936,United Arab Emirates,France,8.0,19
11991,United Kingdom,France,132.0,19
12046,United States,France,44.0,19
12047,New Zealand,French Polynesia,1.0,19
12050,United States,French Polynesia,4.5,19
12051,Algeria,Germany,2.0,19
12106,Argentina,Germany,1.0,19
12215,Austria,Germany,80.0,19
12270,Bahrain,Germany,2.0,19
12325,Belarus,Germany,5.5,19
12380,Belgium,Germany,16.0,19
12435,Brazil,Germany,2.0,19
12490,Canada,Germany,8.5,19
12545,China,Germany,1.5,19
12600,Colombia,Germany,1.5,19
12655,Costa Rica,Germany,1.0,19
12710,Croatia,Germany,12.0,19
12765,Czech Republic,Germany,11.0,19
12820,Denmark,Germany,37.0,19
12875,Dominican Republic,Germany,1.0,19
12930,Estonia,Germany,3.0,19
12985,Finland,Germany,18.5,19
13040,France,Germany,72.5,19
13095,Greece,Germany,12.0,19
13150,Hong Kong,Germany,6.5,19
13205,Hungary,Germany,23.0,19
13260,Iceland,Germany,4.5,19
13315,India,Germany,11.5,19
13370,Ireland,Germany,19.5,19
13425,Israel,Germany,12.5,19
13480,Italy,Germany,112.5,19
13535,Japan,Germany,3.5,19
13590,Kazakhstan,Germany,2.5,19
13645,Latvia,Germany,9.5,19
13700,Luxembourg,Germany,15.5,19
13809,Malta,Germany,7.0,19
13865,Netherlands,Germany,48.5,19
13920,Norway,Germany,18.5,19
13975,Poland,Germany,58.0,19
14030,Portugal,Germany,28.5,19
14085,Qatar,Germany,7.0,19
14140,Romania,Germany,5.5,19
14195,Russia,Germany,52.0,19
14250,Saudi Arabia,Germany,4.5,19
14359,Singapore,Germany,7.0,19
14414,Slovakia,Germany,1.0,19
14469,South Africa,Germany,5.0,19
14524,South Korea,Germany,7.5,19
14579,Spain,Germany,115.0,19
14634,Sweden,Germany,30.0,19
14689,Switzerland,Germany,87.0,19
14744,Taiwan,Germany,1.0,19
14799,Thailand,Germany,5.0,19
14854,Turkey,Germany,24.0,19
14909,Ukraine,Germany,14.5,19
14964,United Arab Emirates,Germany,23.0,19
15019,United Kingdom,Germany,144.5,19
15074,United States,Germany,68.5,19
15075,Austria,Greece,2.5,19
15101,Belgium,Greece,2.0,19
15153,Denmark,Greece,1.5,19
15179,France,Greece,4.5,19
15205,Germany,Greece,12.0,19
15231,Hungary,Greece,3.0,19
15258,Israel,Greece,4.0,19
15284,Italy,Greece,9.5,19
15310,Netherlands,Greece,2.5,19
15336,Poland,Greece,2.0,19
15362,Portugal,Greece,1.0,19
15388,Qatar,Greece,2.0,19
15414,Romania,Greece,1.0,19
15440,Russia,Greece,2.5,19
15467,Spain,Greece,5.0,19
15493,Sweden,Greece,1.0,19
15519,Switzerland,Greece,4.5,19
15547,United Arab Emirates,Greece,2.0,19
15573,United Kingdom,Greece,6.5,19
15599,United States,Greece,1.0,19
15600,Australia,Hong Kong,20.0,19
15634,Bahrain,Hong Kong,1.5,19
15668,Belgium,Hong Kong,2.0,19
15702,Canada,Hong Kong,6.0,19
15769,Denmark,Hong Kong,1.0,19
15803,Finland,Hong Kong,2.0,19
15837,France,Hong Kong,2.5,19
15871,Germany,Hong Kong,6.5,19
15905,India,Hong Kong,12.5,19
15939,Israel,Hong Kong,1.5,19
15973,Italy,Hong Kong,1.5,19
16007,Japan,Hong Kong,14.5,19
16041,Kazakhstan,Hong Kong,1.5,19
16076,Malaysia,Hong Kong,13.0,19
16110,Netherlands,Hong Kong,2.0,19
16144,New Zealand,Hong Kong,2.5,19
16178,Philippines,Hong Kong,21.0,19
16212,Qatar,Hong Kong,5.5,19
16246,Russia,Hong Kong,3.0,19
16280,Saudi Arabia,Hong Kong,1.0,19
16314,Singapore,Hong Kong,25.0,19
